nr_ucz zach rel_ety jpol jang jniem mat his geo bio fiz che tech inf plas po wf sred
9878 wzorowe 6 4 5 4 4 3 5 4 4 5 5 5 4 6 5 5,29
9883 dobre 5 4 4 3 3 2 3 3 2 3 4 4 4 3 3 4,18
9884 dobre 5 3 3 3 4 3 5 4 4 3 4 4 3 4 4 4,36
9885 dobre 5 4 4 4 3 3 3 3 3 3 3 4 4 4 4 4,29
9887 dobre 5 4 3 3 3 4 4 3 3 3 4 5 3 5 4 4,36
9888 wzorowe 6 4 4 5 4 4 5 4 5 5 5 5 4 4 5 5,29
9889 wzorowe 6 4 4 4 4 4 5 4 4 3 5 6 3 5 4 5,18
9891 wzorowe 6 5 4 4 3 5 4 3 4 5 5 6 4 4 4 5,22
9892 dobre 5 3 3 2 3 3 4 3 3 3 5 5 4 4 4 4,29
9893 wzorowe 5 3 4 4 3 3 4 4 3 3 5 6 5 5 4 4,54
9894 wzorowe 6 4 4 5 3 4 5 3 3 4 4 6 4 4 4 5,11
9899 dobre 5 3 4 5 4 3 5 4 4 3 6 5 4 4 4 4,61
9901 dobre 6 4 2 3 3 4 3 5 3 3 4 4 3 3 4 4,79
9903 dobre 5 3 3 2 4 3 4 3 4 3 4 4 3 5 4 4,29
9905 dobre 5 4 4 5 3 5 4 3 4 4 5 5 5 5 4 4,68
9907 wzorowe 6 3 4 4 4 3 4 3 3 4 5 6 4 4 4 5,04
9909 wzorowe 5 4 4 4 3 5 4 3 4 4 5 5 5 4 4 4,61
9910 wzorowe 4 4 4 5 4 4 4 3 4 4 4 5 5 6 4 4,15
9911 dobre 3 3 4 3 3 4 4 3 3 3 4 4 4 4 4 3,25
9912 wzorowe 5 4 4 5 4 3 4 4 4 4 5 5 4 4 4 4,61
9913 wzorowe 4 4 3 3 3 3 4 3 3 3 4 6 4 5 4 3,86
9916 poprawne 3 3 4 4 3 4 3 3 4 3 5 5 4 4 4 3,36
9918 dobre 3 3 4 5 3 4 5 3 3 3 5 5 3 4 4 3,40
9920 wzorowe 5 5 6 6 4 5 5 5 5 6 6 6 5 4 5 5,11
9924 dobre 5 4 4 4 3 4 5 4 3 3 5 6 4 5 4 4,61
9925 wzorowe 5 5 5 4 4 4 3 4 3 4 5 5 4 4 4 4,61
9928 poprawne 5 3 3 2 3 4 3 3 3 4 4 6 4 4 4 4,32
9929 dobre 6 3 3 3 3 3 5 4 3 2 4 5 3 4 4 4,82
9930 dobre 5 4 4 3 4 3 3 3 3 3 4 6 3 4 4 4,36
9932 dobre 5 4 3 5 2 4 4 4 3 3 5 6 5 4  5,00
9934 dobre 6 4 2 2 3 4 5 3 3 3 4 6 3 3 4 4,82
9937 dobre 5 3 4 5 3 3 5 4 4 3 4 6 4 4 4 4,54
9940 poprawne 5 3 4 4 3 3 5 3 3 3 4 5 3 4 4 4,36
9941 wzorowe 4 5 5 5 3 5 5 4 4 5 6 6 4 5  4,00
9943 dobre 5 4 4 3 4 4 4 3 3 5 5 5 5 5 4 4,61
9945 wzorowe 5 5 6 5 5 5 5 5 5 6 6 6 5 4 5 5,11
9956 wzorowe 5 4 5 4 4 4 3 3 3 4 5 5 4 3 4 4,50
9958 dobre 5 4 4 4 3 4 3 4 4 4 5 5 3 5 4 4,54
9961 wzorowe 6 5 5 5 4 5 3 4 4 4 5 5 4 5 5 5,29
9962 dobre 5 2 3 2 3 4 3 2 2 3 5 5 3 4 3 4,15
9963 wzorowe 5 3 3 5 4 3 4 3 3 4 5 5 4 4 4 4,47
9966 dobre 3 3 2 2 3 3 3 3 2 5 6 4 4 3  3,00
9967 dobre 3 3 2 3 2 3 3 3 3 4 4 3 4 3  3,00
9974 dobre 5 5 5 4 4 5 5 4 4 4 5 6 5 4 5 4,82
9982 dobre 4 4 4 3 3 3 4 3 3 3 5 5 4 5 4 3,90
9984 wzorowe 5 4 4 3 4 3 4 4 4 4 6 6 5 5 4 4,68
9985 dobre 5 3 4 3 3 4 4 3 3 3 4 4 3 4 4 4,29
9987 dobre 5 4 4 4 3 4 3 4 3 3 4 5 3 4  5,00
9986 dobre 6 3 4 3 3 3 3 3 3 3 5 6 4 3 4 4,86
9988 poprawne 3 2 2 2 2 2 2 2 2 3 4 4 2 4 3 2,79
9989 dobre 5 3 3 2 3 3 4 4 4 4 3 4 3 3 3 4,22
9990 wzorowe 6 5 5 5 4 5 5 4 5 5 6 6 5 5  6,00
9991 dobre 5 3 4 2 3 3 3 3 3 3 5 6 3 5 4 4,32
9998 wzorowe 4 4 4 5 3 4 4 3 5 5 5 6 3 5 4 4,15
10000 dobre 5 4 4 3 4 3 3 3 3 3 4 5 3 4 4 4,32
10002 wzorowe 5 5 5 3 4 4 5 3 4 3 6 6 3 4 4 4,65
10003 dobre 5 4 3 3 5 4 4 4 5 3 5 6 4 3 4 4,57
10006 wzorowe 5 4 5 3 3 4 3 3 3 4 5 4 4 5 4 4,47
10007 wzorowe 5 5 5 5 5 5 4 4 5 5 5 5 5 4 5 4,90
10013 wzorowe 5 3 3 4 4 4 4 4 4 3 5 5 4 5 4 4,54
10015 dobre 5 4 4 4 4 4 4 4 4 4 5 5 4 5 4 4,65
10016 dobre 6 3 3 4 3 3 3 3 2 3 5 6 4 5 4 4,90
10017 dobre 6 3 3 3 2 3 5 3 3 2 4 5 3 4 4 4,75
10018 wzorowe 4 3 3 4 3 4 5 3 5 5 5 6 4 4 4 4,07
10019 dobre 6 4 3 3 3 3 5 4 3 2 5 5 3 5 4 4,93
10020 wzorowe 5 4 4 5 4 3 4 3 4 4 5 6 5 3 4 4,61
10021 wzorowe 5 5 4 3 4 3 3 4 4 5 6 5 4 4 4 4,61
10022 wzorowe 4 3 4 3 5 4 3 5 4 6 6 4 4 4  4,00
10024 wzorowe 6 4 5 4 5 3 4 4 3 4 4 5 4 5 4 5,15
10025 wzorowe 6 5 5 4 5 5 4 4 4 5 5 5 4 5 5 5,36
10026 dobre 6 4 3 3 4 3 3 4 3 3 5 5 4 4 4 4,93
10029 wzorowe 5 4 5 5 4 3 5 4 4 5 5 6 4 5 5 4,79
10032 wzorowe 5 4 4 3 4 3 3 5 3 3 4 6 4 4 4 4,47
10035 wzorowe 5 4 3 5 4 5 4 3 4 4 5 6 4 4  5,00
10037 wzorowe 5 4 5 5 3 3 3 4 3 3 5 5 4 3 4 4,47
10043 dobre 4 3 4 5 4 4 3 5 5 4 5 4 4 5 4 4,11
10044 wzorowe 5 3 6 5 4 3 5 3 4 4 5 5 4 3 4 4,61
10045 dobre 5 3 3 2 3 4 3 3 3 3 4 4 4 3 3 4,18
10047 wzorowe 5 4 5 3 3 3 3 3 3 4 5 6 4 3 4 4,43
10050 dobre 5 4 3 3 4 4 4 4 4 5 5 5 4 4 4 4,57
10053 dobre 5 4 2 2 4 2 3 3 2 3 4 5 3 3 3 4,11
10054 dobre 5 3 3 3 3 3 4 4 4 3 5 6 4 4 4 4,43
10057 wzorowe 6 5 4 4 4 3 3 4 4 5 5 5 3 5 4 5,15
10060 dobre 5 3 4 4 4 3 4 4 4 3 5 5 3 4  5,00
10061 wzorowe 5 4 5 5 5 5 4 4 5 5 5 5 4 4 5 4,82
10064 wzorowe 5 4 3 4 5 4 5 5 3 4 5 5 3 4 4 4,61
10067 dobre 4 3 4 5 2 3 3 2 2 2 4 5 3 3 3 3,61
10068 wzorowe 5 4 5 5 4 3 4 3 3 4 4 5 4 4 4 4,54
10074 wzorowe 5 5 4 4 4 4 4 4 4 5 5 5 4 4  5,00
10076 wzorowe 5 4 3 3 4 4 3 3 3 3 5 5 4 4 4 4,40
10077 wzorowe 5 3 5 4 3 3 3 3 3 3 5 5 4 4 4 4,40
10080 wzorowe 5 3 5 4 3 3 3 4 3 3 5 5 4 4 4 4,43
10081 wzorowe 5 3 3 3 4 3 3 3 3 5 6 6 4 4 4 4,47
10082 dobre 5 4 3 3 3 3 3 3 4 3 4 5 4 3 4 4,29
10085 poprawne 3 3 5 3 3 4 4 3 3 4 4 5 4 5 4 3,40
10088 wzorowe 4 4 4 4 3 5 5 4 3 4 5 5 4 4 4 4,07
10089 dobre 6 3 5 4 3 3 4 3 3 3 4 4 4 5 4 4,93
10093 dobre 6 4 3 3 4 3 3 3 3 3 5 5 4 4  6,00
10094 wzorowe 5 4 4 4 4 3 5 3 4 4 5 5 4 5 4 4,61
10096 poprawne 5 3 3 2 2 3 3 3 2 2 4 3 4 2 3 3,97
10097 wzorowe 5 4 4 5 4 4 4 5 4 5 6 6 5 5 5 4,86
10099 wzorowe 5 3 4 4 3 5 4 3 3 4 5 5 4 4 4 4,50
10103 poprawne 4 4 5 3 2 3 4 2 3 3 4 5 4 4 4 3,79
10105 dobre 4 3 6 4 3 5 4 3 3 3 6 4 4 4 4 4,00
10106 wzorowe 4 4 5 4 3 4 3 2 3 2 5 4 4 5 4 3,86
10109 dobre 5 3 2 2 3 4 4 4 3 3 5 6 4 5 4 4,40
10110 wzorowe 5 4 3 5 4 4 3 4 3 5 6 5 4 4  5,00
10112 dobre 5 3 3 3 3 3 3 3 3 3 4 5 4 4 4 4,25
10114 dobre 5 3 4 3 4 3 4 4 3 3 4 5 3 4 4 4,36
10115 wzorowe 5 5 4 5 4 5 5 4 4 5 5 5 5 6 5 4,90
10116 dobre 5 3 3 3 2 3 3 3 2 2 4 4 2 2 3 3,97
10117 wzorowe 5 5 5 5 5 6 5 5 5 5 5 6 4 5 5 5,04
10118 wzorowe 5 4 5 5 5 4 5 4 4 5 5 5 4 5  5,00
10119 dobre 5 4 4 3 3 3 4 5 3 3 3 4 3 3 4 4,29
10120 dobre 6 4 4 3 4 3 3 4 3 4 4 5 4 4 4 4,97
10132 dobre 5 3 2 2 3 2 2 4 3 3 4 4 3 4 3 4,07
10133 wzorowe 5 5 5 5 3 4 3 4 3 3 5 5 4 3 4 4,54
10140 dobre 5 4 5 4 3 4 3 3 3 4 5 4 4 4 4 4,47
10142 dobre 6 3 3 2 2 2 3 3 2 2 3 3 3 4 3 4,47
10238 dobre 5 3 4 3 2 3 3 3 3 3 4 5 3 6 4 4,29
